Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,C,Q,S
1.0,0.0,0.7857052817345266,0.0,0.0,0.018713553707264782,0.0,0.0,0.0,1.0
0.5,0.0,0.29408798689020543,0.125,0.4,0.12687155055772734,0.0,0.0,0.0,1.0
0.5,0.0,0.39493256019160466,0.0,0.0,0.025374310111545468,0.0,0.0,0.0,1.0
1.0,1.0,0.13021555527543174,0.0,0.0,0.036670757786204655,0.0,1.0,0.0,0.0
1.0,0.0,0.19324341358880626,0.625,0.4,0.09154270340242172,0.0,0.0,0.0,1.0
0.0,0.0,0.5335938484810286,0.0,0.2,0.41250332793836464,1.0,0.0,0.0,1.0
0.0,0.0,0.40753813185427956,0.0,0.0,0.16883675574220638,1.0,0.0,0.0,1.0
1.0,1.0,0.6344384217824278,0.0,0.0,0.015712553569072387,0.0,0.0,0.0,1.0
1.0,0.0,0.4705659901676541,0.125,1.0,0.06126431989431795,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015411575213749286,0.0,0.0,0.0,1.0
0.0,1.0,0.5840161351317282,0.0,0.0,0.07514699533034619,1.0,0.0,0.0,1.0
1.0,1.0,0.25627127190218074,0.0,0.0,0.015712553569072387,0.0,0.0,0.0,1.0
0.0,0.0,0.3679458186189938,0.0,0.2,0.10735285047192313,1.0,0.0,0.0,1.0
1.0,1.0,0.40753813185427956,0.0,0.0,0.016891873428256675,0.0,0.0,0.0,1.0
1.0,1.0,0.6344384217824278,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,1.0
0.0,1.0,0.3679458186189938,0.0,0.0,0.06831545030031472,1.0,0.0,0.0,1.0
0.0,0.0,0.3192991302155552,0.0,0.0,0.15390495017656614,0.0,0.0,0.0,1.0
0.5,1.0,0.3319047018782302,0.0,0.0,0.025374310111545468,0.0,0.0,0.0,1.0
0.0,0.0,0.26887684356485564,0.0,0.2,0.10735285047192313,1.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.013760683560491965,0.0,0.0,0.0,1.0
0.5,1.0,0.21845455691415605,0.0,0.0,0.1434624456306609,0.0,0.0,0.0,1.0
1.0,0.0,0.29408798689020543,0.0,0.6000000000000001,0.03758969818624431,0.0,1.0,0.0,0.0
1.0,0.0,0.483171561830329,0.125,1.0,0.06104473451835265,0.0,0.0,0.0,1.0
1.0,1.0,0.3445102735409051,0.0,0.0,0.04396587194327397,0.0,0.0,0.0,1.0
0.0,1.0,0.8109164250598765,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0
1.0,1.0,0.004159838648682718,0.5,0.2,0.07746484096553544,0.0,0.0,0.0,1.0
1.0,1.0,0.30669355855288033,0.125,0.0,0.034743286152731485,0.0,0.0,0.0,1.0
1.0,1.0,0.10500441195008194,0.5,0.4,0.06126431989431795,0.0,0.0,0.0,1.0
0.0,0.0,0.4705659901676541,0.125,0.0,0.13913573538264068,1.0,1.0,0.0,0.0
1.0,1.0,0.8802470692045884,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
0.0,0.0,0.6974662800958024,0.0,0.2,0.16231419173453318,1.0,1.0,0.0,0.0
0.5,0.0,0.3679458186189938,0.0,0.0,0.024105594605968193,1.0,0.0,1.0,0.0
0.0,1.0,0.5651077776377158,0.0,0.0,0.055628295244541985,1.0,0.0,0.0,1.0
1.0,0.0,0.05458212529938233,0.0,0.0,0.024349578357040744,0.0,0.0,0.0,1.0
1.0,0.0,0.5588049918063784,0.0,0.0,0.015126992566498259,0.0,0.0,0.0,1.0
0.5,1.0,0.21845455691415605,0.0,0.0,0.025374310111545468,0.0,0.0,0.0,1.0
1.0,1.0,0.3445102735409051,0.0,0.0,0.015216388212891242,0.0,0.0,0.0,1.0
0.5,1.0,0.735282995083827,0.0,0.0,0.026350245115835676,0.0,0.0,0.0,1.0
1.0,0.0,0.21845455691415605,0.125,0.0,0.034743286152731485,0.0,0.0,0.0,1.0
1.0,1.0,0.3192991302155552,0.125,0.4,0.04015972542654215,0.0,0.0,0.0,1.0
1.0,1.0,0.43274927517962936,0.0,0.0,0.013907073811135496,0.0,0.0,0.0,1.0
1.0,0.0,0.36972141686625487,0.0,0.0,0.024349578357040744,0.0,0.0,0.0,1.0
1.0,1.0,0.483171561830329,0.125,1.0,0.06104473451835265,0.0,0.0,0.0,1.0
1.0,1.0,0.35711584520358,0.125,0.0,0.013752485706455927,0.0,0.0,0.0,1.0
1.0,1.0,0.21845455691415605,0.0,0.0,0.015712553569072387,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
0.5,1.0,0.02937098197403252,0.125,0.2,0.050748620223090936,1.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015175789316712771,0.0,0.0,0.0,1.0
1.0,1.0,0.25627127190218074,0.0,0.0,0.015712553569072387,0.0,0.0,0.0,1.0
1.0,1.0,0.3319047018782302,0.0,0.0,0.015411575213749286,0.0,0.0,0.0,1.0
1.0,1.0,0.609227278457078,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.5966217067944031,0.0,0.0,0.051822148727810165,1.0,0.0,0.0,1.0
1.0,0.0,0.01676541031135762,0.5,0.4,0.06104473451835265,0.0,0.0,0.0,1.0
1.0,0.0,0.3679458186189938,0.125,0.0,0.028220722145058292,0.0,1.0,0.0,0.0
1.0,1.0,0.36972141686625487,0.0,0.0,0.015712553569072387,0.0,0.0,0.0,1.0
1.0,0.0,0.23106012857683098,0.0,0.0,0.01537917417160685,0.0,0.0,1.0,0.0
0.0,0.0,0.44535484684230425,0.0,0.0,0.2647385704347907,1.0,1.0,0.0,0.0
0.0,0.0,0.6218328501197529,0.0,0.0,0.05604306762136532,1.0,1.0,0.0,0.0
0.5,0.0,0.5588049918063784,0.125,0.2,0.05123658772523604,0.0,0.0,0.0,1.0
0.0,0.0,0.43274927517962936,0.125,0.0,0.17566830077223786,1.0,0.0,0.0,1.0
0.5,1.0,0.42014370351695446,0.125,0.0,0.04098927018018883,0.0,0.0,0.0,1.0
1.0,1.0,0.24366570023950587,0.0,0.0,0.019217721730481106,0.0,0.0,0.0,1.0
1.0,1.0,0.3445102735409051,0.0,0.0,0.018542765081513996,0.0,0.0,0.0,1.0
0.5,0.0,0.40753813185427956,0.125,0.4,0.05416439273810667,0.0,0.0,0.0,1.0
0.0,0.0,0.7857052817345266,0.125,0.0,0.15216446768991498,1.0,0.0,0.0,1.0
1.0,1.0,0.38232698852892977,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
1.0,1.0,0.40753813185427956,0.0,0.0,0.016908073949327893,0.0,1.0,0.0,0.0
0.0,1.0,0.8109164250598765,0.0,0.2,0.1209753416358076,1.0,1.0,0.0,0.0
1.0,0.0,0.05458212529938233,0.5,0.4,0.06126431989431795,0.0,0.0,0.0,1.0
0.5,0.0,0.5209882768183537,0.0,0.0,0.025374310111545468,0.0,0.0,0.0,1.0
1.0,1.0,0.20584898525148115,0.0,0.0,0.016908073949327893,0.0,0.0,0.0,1.0
1.0,0.0,0.04197655363670742,0.0,0.4,0.04298993693898376,0.0,0.0,0.0,1.0
0.0,1.0,0.3445102735409051,0.0,0.0,0.06929138530460494,1.0,0.0,0.0,1.0
1.0,0.0,0.3192991302155552,0.0,0.0,0.015330377421392339,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.014102260811993537,0.0,1.0,0.0,0.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.018542765081513996,0.0,0.0,0.0,1.0
0.0,1.0,0.3679458186189938,0.0,0.0,0.057970539254838485,1.0,1.0,0.0,0.0
0.0,1.0,0.3679458186189938,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5,1.0,0.0020168914660279834,0.125,0.2,0.03659756266088288,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.125,0.2,0.029757819776815374,0.0,1.0,0.0,0.0
1.0,1.0,0.44535484684230425,0.125,0.2,0.04713766070721715,0.0,0.0,0.0,1.0
1.0,1.0,0.25627127190218074,0.0,0.0,0.015094396337354966,0.0,0.0,1.0,0.0
1.0,1.0,0.18063784192613136,0.125,0.2,0.014110458666029575,0.0,1.0,0.0,0.0
1.0,1.0,0.26887684356485564,0.0,0.0,0.015411575213749286,0.0,0.0,0.0,1.0
0.0,0.0,0.38232698852892977,0.125,0.0,0.22109807522194713,1.0,1.0,0.0,0.0
1.0,1.0,0.4957771334930039,0.125,0.8,0.05445717323939373,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.014736618564782174,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
1.0,0.0,0.3679458186189938,0.0,0.0,0.015281580671177828,0.0,0.0,1.0,0.0
0.5,1.0,0.35711584520358,0.125,0.0,0.05410739813385612,0.0,1.0,0.0,0.0
0.5,0.0,0.07979326862473214,0.0,0.4,0.05123658772523604,0.0,0.0,0.0,1.0
0.0,0.0,0.5840161351317282,0.125,0.2,0.10257896680493714,1.0,0.0,0.0,1.0
0.5,1.0,0.7100718517584772,0.0,0.0,0.024105594605968193,0.0,0.0,1.0,0.0
1.0,0.0,0.11760998361275685,0.0,0.4,0.04713766070721715,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015411575213749286,0.0,0.0,0.0,1.0
0.5,1.0,0.3679458186189938,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,1.0,0.3679458186189938,0.0,0.0,0.05855610025741262,1.0,0.0,0.0,1.0
0.5,1.0,0.004159838648682718,0.0,0.4,0.07222738817151159,0.0,1.0,0.0,0.0
1.0,1.0,0.04197655363670742,0.125,0.2,0.021730754366528396,0.0,0.0,0.0,1.0
0.5,0.0,0.43274927517962936,0.0,0.0,0.04098927018018883,0.0,0.0,0.0,1.0
0.0,0.0,0.3679458186189938,0.125,0.0,0.10149724044618187,1.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.029473237129564348,0.0,0.0,0.0,1.0
1.0,1.0,0.45796041850497915,0.25,0.0,0.015468569817999833,0.0,0.0,0.0,1.0
0.0,1.0,0.3679458186189938,0.0,0.0,0.050602229972447406,0.0,0.0,0.0,1.0
0.0,0.0,0.36972141686625487,0.0,0.0,0.16883675574220638,1.0,0.0,0.0,1.0
1.0,0.0,0.29408798689020543,0.125,0.0,0.030937139635999665,0.0,0.0,0.0,1.0
0.5,0.0,0.29408798689020543,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
0.0,0.0,0.609227278457078,0.0,0.0,0.050610427826483444,1.0,0.0,0.0,1.0
1.0,0.0,0.3679458186189938,1.0,0.4,0.13575255909676825,0.0,0.0,0.0,1.0
1.0,0.0,0.21845455691415605,0.0,0.2,0.018249984580226933,0.0,0.0,0.0,1.0
0.0,0.0,0.6470439934451027,0.125,0.0,0.1527664244005612,1.0,1.0,0.0,0.0
0.5,0.0,0.20584898525148115,0.0,0.0,0.023422440102965045,0.0,1.0,0.0,0.0
1.0,1.0,0.2499684860708433,0.0,0.0,0.014151057562208049,0.0,0.0,0.0,1.0
1.0,1.0,0.04197655363670742,0.5,0.2,0.05684821399990475,0.0,0.0,1.0,0.0
0.5,1.0,0.39493256019160466,0.0,0.0,0.020494635090094415,0.0,0.0,0.0,1.0
1.0,0.0,0.5588049918063784,0.125,0.8,0.05445717323939373,0.0,0.0,0.0,1.0
1.0,1.0,0.35711584520358,0.0,0.0,0.018510168852370702,0.0,0.0,0.0,1.0
1.0,1.0,0.39493256019160466,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
1.0,0.0,0.3760242026975923,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
1.0,1.0,0.29408798689020543,0.125,0.0,0.031425107138144774,0.0,0.0,0.0,1.0
1.0,1.0,0.20584898525148115,0.125,0.2,0.014110458666029575,0.0,1.0,0.0,0.0
0.0,0.0,0.43274927517962936,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.028302115124416098,0.0,0.0,0.0,1.0
1.0,1.0,0.25627127190218074,0.0,0.0,0.031425107138144774,0.0,0.0,0.0,1.0
1.0,1.0,0.3445102735409051,0.0,0.0,0.015330377421392339,0.0,0.0,0.0,1.0
0.5,0.0,0.3445102735409051,0.0,0.0,0.025374310111545468,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015175789316712771,0.0,0.0,0.0,1.0
0.5,0.0,0.35711584520358,0.125,0.0,0.050748620223090936,0.0,0.0,0.0,1.0
0.5,0.0,0.35711584520358,0.0,0.0,0.020494635090094415,1.0,0.0,0.0,1.0
1.0,1.0,0.24366570023950587,0.0,0.0,0.01800600082915438,0.0,0.0,0.0,1.0
0.5,1.0,0.747888566746502,0.125,0.2,0.07612293033463641,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.013386510079847098,0.0,0.0,1.0,0.0
0.0,1.0,0.25627127190218074,0.0,0.2,0.15085515328815924,1.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015411575213749286,0.0,0.0,0.0,1.0
1.0,1.0,0.30669355855288033,0.0,0.0,0.014931805565640218,1.0,0.0,0.0,1.0
0.5,0.0,0.6722551367704526,0.125,0.6000000000000001,0.044893010197349675,0.0,0.0,0.0,1.0
1.0,1.0,0.01676541031135762,0.375,0.2,0.04113566043083236,0.0,0.0,0.0,1.0
1.0,1.0,0.3192991302155552,0.0,0.0,0.015411575213749286,0.0,0.0,0.0,1.0
1.0,0.0,0.3192991302155552,0.0,0.0,0.015468569817999833,0.0,0.0,0.0,1.0
0.5,0.0,0.44535484684230425,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015078195816283748,0.0,0.0,1.0,0.0
0.0,0.0,0.747888566746502,0.125,0.0,0.14687821814567664,1.0,1.0,0.0,0.0
1.0,1.0,0.3679458186189938,0.125,0.2,0.029757819776815374,0.0,1.0,0.0,0.0
0.5,0.0,0.09239884028740704,0.0,0.4,0.05123658772523604,0.0,0.0,0.0,1.0
0.0,1.0,0.6722551367704526,0.0,0.2,0.15085515328815924,1.0,0.0,0.0,1.0
1.0,1.0,0.5588049918063784,0.0,0.0,0.013614293309848433,0.0,0.0,0.0,1.0
0.5,0.0,0.23106012857683098,0.125,0.0,0.050748620223090936,0.0,0.0,0.0,1.0
0.5,1.0,0.5966217067944031,0.0,0.0,0.025374310111545468,0.0,0.0,0.0,1.0
0.0,1.0,0.3679458186189938,0.0,0.0,0.07729405233978466,0.0,1.0,0.0,0.0
0.5,1.0,0.30669355855288033,0.0,0.0,0.025374310111545468,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,1.0,0.4,0.13575255909676825,0.0,0.0,0.0,1.0
0.5,1.0,0.01676541031135762,0.125,0.2,0.050748620223090936,1.0,0.0,0.0,1.0
0.0,0.0,0.36972141686625487,0.0,0.0,0.11111839809247648,1.0,1.0,0.0,0.0
0.0,0.0,0.5588049918063784,0.125,0.2,0.32179836714362564,0.0,0.0,0.0,1.0
0.5,1.0,0.28148241522753054,0.25,0.2,0.022446505098674838,0.0,0.0,0.0,1.0
0.5,1.0,0.42014370351695446,0.0,0.0,0.025374310111545468,1.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.017005667449756914,0.0,1.0,0.0,0.0
1.0,1.0,0.14282112693810664,0.125,0.0,0.021942337075458514,0.0,1.0,0.0,0.0
1.0,1.0,0.5209882768183537,0.0,0.0,0.016908073949327893,0.0,0.0,0.0,1.0
0.0,1.0,0.3679458186189938,0.0,0.0,0.05953203526170282,1.0,0.0,0.0,1.0
0.0,1.0,0.5966217067944031,0.125,0.0,0.1497654242623688,1.0,1.0,0.0,0.0
0.0,1.0,0.7226774234211522,0.0,0.4,0.22109807522194713,1.0,1.0,0.0,0.0
1.0,0.0,0.3679458186189938,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
0.5,1.0,0.44535484684230425,0.125,0.4,0.05416439273810667,0.0,0.0,0.0,1.0
1.0,0.0,0.35711584520358,0.0,0.4,0.029757819776815374,0.0,1.0,0.0,0.0
1.0,0.0,0.3679458186189938,0.0,0.0,0.014110458666029575,0.0,1.0,0.0,0.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015411575213749286,0.0,0.0,0.0,1.0
0.0,1.0,0.38232698852892977,0.125,0.0,0.11125659048908397,1.0,0.0,0.0,1.0
0.0,0.0,0.18063784192613136,0.0,0.2,0.41250332793836464,1.0,0.0,0.0,1.0
1.0,0.0,0.19324341358880626,0.0,0.0,0.015094396337354966,0.0,0.0,1.0,0.0
0.0,1.0,0.3319047018782302,0.0,0.0,0.1497654242623688,1.0,1.0,0.0,0.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015712553569072387,0.0,0.0,0.0,1.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.04713766070721715,0.0,0.0,1.0,0.0
1.0,0.0,0.26887684356485564,0.0,0.0,0.015175789316712771,0.0,0.0,0.0,1.0
0.5,1.0,0.43274927517962936,0.0,0.0,0.050748620223090936,0.0,0.0,0.0,1.0
0.5,1.0,0.35711584520358,0.0,0.0,0.020494635090094415,0.0,0.0,0.0,1.0
1.0,0.0,0.3679458186189938,0.0,0.0,0.015102594191391004,0.0,0.0,1.0,0.0
1.0,1.0,0.9243665700239505,0.0,0.0,0.015175789316712771,0.0,0.0,0.0,1.0
1.0,1.0,0.20584898525148115,0.125,0.0,0.013768881414528002,0.0,0.0,0.0,1.0
0.0,1.0,0.7604941384091768,0.0,0.0,0.06538764528744409,1.0,0.0,0.0,1.0
1.0,1.0,0.44535484684230425,0.125,0.0,0.030351578633425542,0.0,0.0,0.0,1.0
1.0,1.0,0.287785201058868,0.0,0.0,0.014110458666029575,0.0,1.0,0.0,0.0
0.5,1.0,0.6344384217824278,0.0,0.0,0.02444717185746977,0.0,0.0,0.0,1.0
0.5,1.0,0.29408798689020543,0.25,0.0,0.1434624456306609,0.0,0.0,0.0,1.0
1.0,0.0,0.3679458186189938,0.0,0.0,0.015126992566498259,0.0,0.0,1.0,0.0
1.0,1.0,0.3679458186189938,0.0,0.0,0.015712553569072387,0.0,0.0,0.0,1.0
1.0,1.0,0.26887684356485564,0.0,0.0,0.014679623960531627,0.0,0.0,0.0,1.0
0.5,1.0,0.25627127190218074,0.25,0.0,0.1434624456306609,0.0,0.0,0.0,1.0
0.0,0.0,0.43274927517962936,0.0,0.0,0.2647385704347907,1.0,0.0,0.0,1.0
